ibge,anomes,cadunico_tot_fam,cadunico_tot_pes,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_pes_pob,cadunico_tot_fam_ext_pob,cadunico_tot_pes_ext_pob,cadunico_tot_fam_pob_e_ext_pob,cadunico_tot_pes_pob_e_ext_pob
171750,202112,1396,3806,938,2926,213,702,130,500,343,1202
171780,202112,1340,3257,1001,2768,69,199,728,1998,797,2197
171790,202112,1493,4625,1204,4028,182,582,583,1974,765,2556
171800,202112,785,2011,598,1738,74,232,333,946,407,1178
171820,202112,12399,33605,9164,28084,2178,6944,2214,7462,4392,14406
171830,202112,1662,5035,1417,4620,169,592,848,2820,1017,3412
171840,202112,794,2031,612,1752,20,62,395,1128,415,1190
171845,202112,688,1601,525,1367,44,153,352,867,396,1020
171850,202112,999,3135,838,2787,70,266,582,1897,652,2163
171855,202112,1116,3252,949,2950,73,193,605,1862,678,2055
171865,202112,481,1367,411,1259,71,209,217,651,288,860
171870,202112,886,2322,617,1852,81,229,316,962,397,1191
171875,202112,1397,3844,1129,3430,35,145,878,2645,913,2790
171880,202112,1343,3773,1169,3540,43,95,915,2874,958,2969
171884,202112,1008,2769,754,2322,142,436,280,917,422,1353
171886,202112,1578,4092,1127,3395,289,995,233,720,522,1715
171888,202112,717,1960,500,1561,25,94,307,914,332,1008
171889,202112,434,1250,311,1020,72,247,107,338,179,585
171890,202112,1262,3475,917,2919,152,440,520,1683,672,2123
171900,202112,586,1940,448,1629,72,221,186,729,258,950
172000,202112,618,1764,510,1585,78,231,256,799,334,1030
172010,202112,1147,3630,989,3348,90,286,633,2170,723,2456
172015,202112,399,1317,294,1105,52,183,122,475,174,658
172020,202112,2998,8020,2624,7547,180,506,1913,5777,2093,6283
172025,202112,755,2016,551,1688,43,135,381,1174,424,1309
172030,202112,1310,3783,1089,3419,76,237,795,2507,871,2744
172049,202112,1394,3238,921,2599,176,433,439,1383,615,1816
172065,202112,1518,3742,1203,3341,108,219,933,2780,1041,2999
172080,202112,2493,7127,2035,6328,125,360,1352,4233,1477,4593
172085,202112,494,1308,318,947,58,166,104,287,162,453
172090,202112,4356,10338,3412,9102,156,350,2626,7131,2782,7481
172093,202112,488,1420,346,1170,20,92,206,667,226,759
172097,202112,762,1923,524,1512,76,225,214,604,290,829
172100,202112,53498,127811,38670,104934,6704,19489,14482,40019,21186,59508
172110,202112,1721,5941,1475,5571,113,420,1115,4337,1228,4757
172120,202112,5417,15313,4258,13432,514,1649,2385,7704,2899,9353
172125,202112,424,1099,318,935,25,83,195,546,220,629
172130,202112,670,1601,511,1336,20,76,360,868,380,944
172208,202112,2777,6473,2232,5778,278,518,1541,4217,1819,4735
172210,202112,2832,6908,2176,6084,306,869,1252,3755,1558,4624
210005,202112,20193,55471,15142,47278,4223,13678,5546,18181,9769,31859
210010,202112,2011,5980,1816,5741,59,188,1602,5091,1661,5279
210015,202112,3507,10117,3040,9491,164,462,2493,7913,2657,8375
210020,202112,7557,17613,6428,16307,112,286,5888,15018,6000,15304
210030,202112,4862,15555,4453,14941,567,1722,3348,11627,3915,13349
210040,202112,2105,4629,1833,4306,104,233,1498,3491,1602,3724
210043,202112,6252,17301,5264,15912,385,1099,4099,12579,4484,13678
210047,202112,6961,20820,5658,19085,149,642,4863,16478,5012,17120
210050,202112,2305,7429,1821,6543,210,740,1220,4472,1430,5212
210055,202112,2065,6235,1874,5952,44,141,1653,5282,1697,5423
210060,202112,7855,27778,6975,26222,794,2817,4661,18236,5455,21053
210070,202112,7397,20086,6860,19381,36,121,6500,18319,6536,18440
210080,202112,4452,14554,4211,14285,25,153,3919,13359,3944,13512
210083,202112,5870,16199,4861,15108,172,451,4447,14053,4619,14504
210087,202112,3064,8304,2604,7685,184,518,2027,6044,2211,6562
210090,202112,9640,28971,8988,27865,1055,2229,7001,22748,8056,24977
210095,202112,6898,21635,6280,20849,430,1330,5099,17603,5529,18933
210100,202112,7065,21231,6173,19725,691,2061,4316,14083,5007,16144
210110,202112,2975,9198,2732,8901,52,223,2435,7932,2487,8155
210120,202112,25183,65157,20890,59709,2184,4567,14170,43752,16354,48319
210125,202112,4592,12134,3984,11420,857,1946,2599,8205,3456,10151
210130,202112,4486,11258,3682,10256,174,335,3119,8834,3293,9169
210135,202112,1720,4548,1418,4103,105,211,1147,3435,1252,3646
210140,202112,21115,53381,16329,47219,3542,9303,8547,26736,12089,36039
210150,202112,4834,10957,4266,10191,271,448,3528,8501,3799,8949
210160,202112,18645,50253,15768,46687,1405,3799,11213,34949,12618,38748
210170,202112,16591,48463,15384,46919,1004,2195,13261,41415,14265,43610
210173,202112,2333,8841,2172,8573,90,487,1885,7367,1975,7854
210177,202112,3564,9575,3082,8961,444,1121,2273,6984,2717,8105
210180,202112,1471,3854,1279,3620,25,63,1157,3288,1182,3351
210190,202112,5691,14523,4791,13317,92,267,4141,11413,4233,11680
210193,202112,1413,3951,1238,3677,58,140,898,2748,956,2888
210197,202112,2189,6557,2002,6305,163,454,1633,5289,1796,5743
210200,202112,8211,25410,7259,23899,435,1474,5749,18997,6184,20471
210203,202112,7547,21459,6359,19885,422,1201,5011,16175,5433,17376
210207,202112,4030,9601,3114,8586,167,357,2538,7167,2705,7524
210210,202112,8096,25536,7354,24500,122,657,6289,20814,6411,21471
210215,202112,2569,7988,2204,7451,110,526,1657,5530,1767,6056
210220,202112,6579,21672,6190,21106,133,855,5527,18466,5660,19321
210230,202112,5629,16116,5093,15323,417,952,4266,13165,4683,14117
210232,202112,12011,35720,9816,32407,1899,5909,5685,20385,7584,26294
210235,202112,3500,10441,3079,9824,165,572,2557,8197,2722,8769
210237,202112,3269,9711,2754,9100,20,94,2578,8499,2598,8593
210240,202112,2717,8179,2485,7797,63,187,2033,6279,2096,6466
210250,202112,6100,17808,5519,17070,62,297,5035,15533,5097,15830
210255,202112,2759,8153,2353,7450,288,929,1496,4690,1784,5619
210260,202112,5700,16645,4996,15634,387,1089,4035,12856,4422,13945
210270,202112,5333,14031,4744,13289,82,303,4273,11878,4355,12181
210275,202112,3579,8945,3085,8336,123,300,2528,6859,2651,7159
210280,202112,6040,16318,4851,14543,267,849,3668,10945,3935,11794
210290,202112,8069,20069,7229,19041,136,343,6747,17833,6883,18176
210300,202112,33965,90705,27510,81400,3576,10806,16424,51782,20000,62588
210310,202112,3228,7975,2835,7425,101,202,2508,6627,2609,6829
210312,202112,2920,6982,2610,6651,12,47,2499,6342,2511,6389
210315,202112,3193,8566,2749,8070,116,272,2393,7272,2509,7544
210317,202112,4411,13515,3986,13017,76,348,3612,11773,3688,12121
210320,202112,21384,60708,19619,58431,279,1091,17762,52704,18041,53795
210325,202112,3746,10398,3173,9650,160,428,2666,8379,2826,8807
210330,202112,25948,68847,20796,62388,4716,12215,11584,39421,16300,51636
210340,202112,10825,29967,9636,28409,595,1623,7708,23162,8303,24785
210350,202112,9309,26210,8160,24806,121,389,7302,22291,7423,22680
210355,202112,4315,14023,3807,13225,90,404,3231,11296,3321,11700
210360,202112,14336,43135,12616,40477,532,1943,9433,29757,9965,31700
210370,202112,11593,24941,8834,22039,305,468,8005,20511,8310,20979
210375,202112,3464,9060,2607,7826,850,2749,691,2327,1541,5076
210380,202112,5675,14121,4861,13145,351,807,3991,10960,4342,11767
210390,202112,2951,9266,2729,8897,119,380,2341,7664,2460,8044
210400,202112,4638,13686,4063,13004,121,340,3626,11825,3747,12165
210405,202112,7465,19008,6050,17043,1425,3643,3061,9472,4486,13115
210407,202112,2135,6683,1797,6099,85,295,1426,4817,1511,5112
210408,202112,2761,9818,2562,9539,140,600,2025,7595,2165,8195
210409,202112,4056,13290,3673,12770,99,467,3062,10825,3161,11292
210410,202112,3690,10626,3119,9666,114,385,2495,7670,2609,8055
210420,202112,3992,12374,3559,11595,263,647,2890,9691,3153,10338
210430,202112,2331,6676,2059,6321,139,354,1694,5339,1833,5693
210440,202112,4583,11898,3975,11140,84,220,3617,10105,3701,10325
210450,202112,2418,6944,2077,6455,138,356,1652,5214,1790,5570
210455,202112,4715,11879,3578,10434,956,2793,1639,5110,2595,7903
210460,202112,3878,10855,3273,10064,63,195,2855,8773,2918,8968
210462,202112,1791,5184,1503,4727,52,159,1194,3786,1246,3945
210465,202112,2822,7969,2448,7449,85,334,1984,5907,2069,6241
210467,202112,6304,18988,5478,17926,320,1014,4528,15127,4848,16141
210470,202112,2042,5372,1522,4636,127,293,1127,3610,1254,3903
210480,202112,17739,49975,14719,46292,1508,3658,10353,36173,11861,39831
210490,202112,3729,9096,2995,8102,78,183,2541,6866,2619,7049
210500,202112,6566,24401,6032,23499,382,1607,4961,19348,5343,20955
210510,202112,6050,19514,5267,18667,83,369,4758,17076,4841,17445
210515,202112,3907,11166,3318,10459,210,645,2661,8648,2871,9293
210520,202112,2642,7484,2352,7084,71,229,2008,5995,2079,6224
210530,202112,55124,132957,42542,114557,7150,22271,12805,41625,19955,63896
210535,202112,3678,11375,3327,10868,120,390,2846,9378,2966,9768
210540,202112,15790,43732,13064,39875,1828,4697,8648,28234,10476,32931
210542,202112,7011,15895,5505,14198,628,1299,4093,11282,4721,12581
210545,202112,2340,7016,2169,6744,31,107,1920,5921,1951,6028
210547,202112,3800,13095,3370,12307,251,823,2578,9676,2829,10499
210550,202112,6192,18339,4808,16097,373,1369,3267,11281,3640,12650
210560,202112,3953,11553,3480,10799,167,422,2886,8983,3053,9405
210565,202112,1550,4739,1289,4369,56,295,1008,3406,1064,3701
210570,202112,11058,29414,9804,27887,265,639,8612,24982,8877,25621
210580,202112,3219,8212,2538,7359,159,371,1764,5425,1923,5796
210590,202112,4423,12797,3842,12069,55,276,3447,10785,3502,11061
210592,202112,2746,7868,2512,7501,21,87,2174,6426,2195,6513
210594,202112,2642,6964,2043,6040,119,317,1505,4619,1624,4936
210596,202112,2920,9683,2598,9111,288,830,1919,7062,2207,7892
210598,202112,1937,5370,1781,5143,68,182,1549,4480,1617,4662
210600,202112,3154,8340,2572,7511,237,615,1757,5228,1994,5843
210610,202112,2951,7788,2510,7259,53,201,2177,6301,2230,6502
210620,202112,2983,7456,2445,6802,80,181,2162,6042,2242,6223
210630,202112,3265,10346,2935,9786,122,443,2401,7968,2523,8411
210632,202112,4947,14596,4359,13800,218,774,3548,11197,3766,11971
210635,202112,1808,6243,1696,6031,183,580,1277,4697,1460,5277
210637,202112,2673,8486,2275,7919,130,549,1699,6042,1829,6591
210640,202112,4816,16460,4500,16089,57,246,4170,14944,4227,15190
210650,202112,7568,21137,6834,20189,148,398,6094,18114,6242,18512
210660,202112,8460,24027,7517,22500,228,858,6403,18782,6631,19640
210663,202112,2893,7746,2625,7438,216,400,2115,6348,2331,6748
210667,202112,2059,6506,1845,6199,62,184,1603,5505,1665,5689
210670,202112,5190,16145,4681,15356,100,408,4133,13516,4233,13924
210675,202112,5392,14021,4604,13034,480,1054,3520,10514,4000,11568
210680,202112,4948,11388,4166,10474,120,152,3755,9595,3875,9747
210690,202112,7883,23578,6502,22013,243,873,5632,19480,5875,20353
210700,202112,2880,7844,2269,6962,173,435,1620,5201,1793,5636
210710,202112,5316,15709,4691,14851,90,407,4183,13132,4273,13539
210720,202112,3224,10001,2818,9500,57,313,2513,8387,2570,8700
210725,202112,1384,4370,1187,4063,48,145,813,2942,861,3087
210730,202112,1318,3202,1106,2913,48,109,953,2507,1001,2616
210735,202112,4936,13743,4193,12805,246,577,3500,11132,3746,11709
210740,202112,5432,13850,4663,12958,118,246,3969,11136,4087,11382
210745,202112,4623,12215,4249,11741,112,267,3835,10591,3947,10858
210750,202112,24959,63191,21578,58863,3434,8035,13386,39590,16820,47625
210760,202112,6135,15518,5105,14417,105,201,4769,13697,4874,13898
210770,202112,6516,16021,5620,14997,56,187,5286,14056,5342,14243
210780,202112,7886,23748,6846,22029,675,1785,5154,17038,5829,18823
210790,202112,4590,13751,4102,13116,251,480,3318,11202,3569,11682
210800,202112,5019,13238,4275,12239,64,231,3828,10856,3892,11087
210805,202112,4190,14552,3969,14214,149,581,3426,12331,3575,12912
210810,202112,5054,14304,4613,13736,482,1115,3582,11173,4064,12288
210820,202112,7401,20451,6159,18490,788,2275,3626,11331,4414,13606
210825,202112,7374,21835,6611,20832,374,892,5556,18058,5930,18950
210830,202112,8379,22470,7574,21511,577,1313,6278,18467,6855,19780
210840,202112,3320,8504,2980,8054,32,98,2696,7188,2728,7286
210845,202112,6689,17542,5917,16690,60,171,5623,15990,5683,16161
210850,202112,6348,20159,5182,18432,293,1095,4010,14456,4303,15551
210860,202112,22305,54191,18465,49504,1293,2940,14397,40797,15690,43737
210870,202112,7662,19100,6107,17336,201,441,5393,15470,5594,15911
210880,202112,4267,12798,3808,12224,210,685,2987,9651,3197,10336
210890,202112,4162,11563,3751,11088,460,1067,2840,8820,3300,9887
210900,202112,5004,13878,3864,11831,1482,4855,525,1915,2007,6770
210905,202112,2149,5548,1800,5111,66,113,1623,4741,1689,4854
210910,202112,7465,22087,6147,19988,764,2418,4007,13215,4771,15633
210920,202112,3230,10352,2798,9780,57,311,2500,8659,2557,8970
210923,202112,1684,4708,1424,4307,102,265,1047,3205,1149,3470
210927,202112,5216,16433,4539,15610,584,1851,3158,11474,3742,13325
210930,202112,2631,8421,2291,7767,151,450,1763,5993,1914,6443
210940,202112,4094,11400,3802,11062,121,421,3434,9864,3555,10285
210945,202112,7324,19877,6524,18944,268,644,5460,16335,5728,16979
210950,202112,5532,14774,4241,12991,664,1525,2698,9182,3362,10707
210955,202112,1636,4854,1397,4469,374,1145,683,2326,1057,3471
210960,202112,9645,27351,8344,25400,1938,5508,4646,15215,6584,20723
210970,202112,1481,4253,1199,3780,104,276,907,2856,1011,3132
210975,202112,1905,5562,1715,5271,149,454,1290,3990,1439,4444
210980,202112,10344,23416,9049,22074,118,234,8511,20894,8629,21128
210990,202112,17970,47702,13818,42388,936,2641,9874,32057,10810,34698
211000,202112,15371,42630,12691,39308,1488,3812,9023,29945,10511,33757
211003,202112,6027,16983,5024,15779,109,401,4336,13960,4445,14361
211010,202112,6645,22692,5914,21760,99,425,5296,19774,5395,20199
211020,202112,8517,23866,7373,22574,232,691,6256,19840,6488,20531
211023,202112,2108,6609,1946,6395,95,273,1636,5391,1731,5664
211027,202112,3298,9879,3121,9607,227,567,2648,8303,2875,8870
211030,202112,3938,10646,3511,10107,320,795,2664,7953,2984,8748
211040,202112,4953,16848,4563,16193,127,606,4067,14383,4194,14989
211050,202112,9258,23516,8375,22375,131,401,7575,20226,7706,20627
211060,202112,7196,21154,6503,20210,172,627,5747,17819,5919,18446
211065,202112,2427,6331,2023,5829,100,234,1681,4973,1781,5207
211070,202112,8552,25145,7297,23294,473,1398,5900,19022,6373,20420
211080,202112,1376,3674,1105,3254,28,139,892,2506,920,2645
211085,202112,2255,6000,1885,5510,119,245,1539,4755,1658,5000
211090,202112,3265,8857,2935,8485,28,121,2717,7826,2745,7947
211100,202112,6975,17267,6436,16621,36,119,6023,15636,6059,15755
211102,202112,3373,10754,3064,10294,263,959,2455,8222,2718,9181
211105,202112,2489,7508,2074,6775,142,466,1517,4907,1659,5373
211107,202112,5047,15390,4270,14237,161,599,3358,11710,3519,12309
211110,202112,6436,16660,5050,14577,416,1071,3712,10941,4128,12012
211120,202112,47608,112948,39079,102902,7066,16935,23008,65272,30074,82207
211125,202112,2141,6279,1799,5748,48,141,1512,4865,1560,5006
211130,202112,187433,434780,160104,399337,26646,59197,82437,229094,109083,288291
211140,202112,5201,14836,4531,13985,253,600,3760,11814,4013,12414
211150,202112,9934,25784,8340,23762,432,976,6879,19954,7311,20930
211153,202112,2591,7303,2066,6658,373,1138,1243,4317,1616,5455
211157,202112,1245,3744,1044,3376,43,150,750,2429,793,2579
211160,202112,4701,12338,3712,10956,135,431,2880,8344,3015,8775
211163,202112,1615,5108,1461,4883,37,144,1286,4327,1323,4471
211167,202112,1678,4995,1559,4822,25,74,1439,4461,1464,4535
211170,202112,6912,16280,6401,15686,78,138,6064,14845,6142,14983
211172,202112,2729,7244,2339,6653,107,298,1874,5232,1981,5530
211174,202112,2946,8310,2668,7997,26,128,2510,7493,2536,7621
211176,202112,4461,12186,3479,10754,174,611,2801,8666,2975,9277
211178,202112,5281,11400,4519,10593,15,57,4378,10188,4393,10245
211180,202112,4332,13750,3968,13234,179,570,3259,10930,3438,11500
211190,202112,3204,9130,2707,8405,29,156,2436,7502,2465,7658
211195,202112,1498,4030,1274,3698,150,303,973,2979,1123,3282
211200,202112,2282,6360,1820,5697,224,647,1215,3870,1439,4517
211210,202112,6401,19226,5750,18355,385,1232,4652,14939,5037,16171
211220,202112,40366,97743,33152,88961,4025,9528,23437,65159,27462,74687
211223,202112,5491,14170,4508,12856,526,1434,3072,8866,3598,10300
211227,202112,1817,5729,1602,5428,56,227,1259,4316,1315,4543
211230,202112,8561,23020,7318,21220,400,790,5956,17775,6356,18565
211240,202112,8114,25121,7601,24444,285,887,6834,22030,7119,22917
211245,202112,7447,18496,6526,17520,114,238,6177,16595,6291,16833
211250,202112,14111,42719,12691,40659,1046,3239,9816,31816,10862,35055
211260,202112,8393,26244,7407,24968,232,832,6562,22339,6794,23171
211270,202112,10398,32402,8820,30302,324,1349,7112,24799,7436,26148
211280,202112,13910,35652,12482,33841,869,1902,10526,29334,11395,31236
211285,202112,2033,6227,1819,5941,139,463,1379,4617,1518,5080
211290,202112,7686,22496,6914,21461,285,884,5797,18107,6082,18991
211300,202112,7907,22414,6908,20777,377,1136,5404,16118,5781,17254
211400,202112,12353,33210,10057,30072,1250,3438,6429,20554,7679,23992
220005,202112,1997,4912,1802,4633,37,93,1539,3885,1576,3978
220010,202112,1535,4276,1251,3773,23,85,968,2902,991,2987
220020,202112,4124,10519,3527,9701,143,396,2946,8072,3089,8468
220025,202112,2329,5127,1995,4648,28,60,1684,3824,1712,3884
220027,202112,1389,3312,1184,3037,20,63,1035,2610,1055,2673
220030,202112,3648,8767,3403,8440,119,252,2950,7284,3069,7536
220040,202112,7847,22863,6822,20939,1684,4779,3266,10730,4950,15509
220045,202112,1652,4659,1362,4182,20,95,1165,3506,1185,3601
220050,202112,4848,12834,4097,11871,61,264,3773,10824,3834,11088
220060,202112,2648,5255,2267,4818,37,72,2142,4548,2179,4620
220070,202112,2549,6232,2141,5644,97,185,1769,4686,1866,4871
220080,202112,781,2164,675,2014,19,59,577,1711,596,1770
220090,202112,1824,4260,1528,3840,11,25,1248,3278,1259,3303
220095,202112,758,1715,716,1672,53,85,611,1476,664,1561
220100,202112,1513,3927,1219,3471,34,100,1001,2763,1035,2863
220105,202112,2197,6465,1928,5972,143,404,1426,4448,1569,4852
220110,202112,3576,9632,3202,9005,28,143,2876,7987,2904,8130
220115,202112,2886,8036,2658,7741,94,249,2394,6988,2488,7237
220117,202112,1504,3446,1184,3010,4,13,997,2478,1001,2491
220120,202112,14057,35655,12812,34103,77,220,12069,32039,12146,32259
220130,202112,1219,3086,1028,2824,7,33,933,2516,940,2549
220140,202112,2256,4550,1908,4147,111,236,1659,3598,1770,3834
220150,202112,6837,19210,6219,18159,136,474,5278,15181,5414,15655
220155,202112,1269,3495,1018,3046,40,101,722,2133,762,2234
220157,202112,1107,2616,930,2346,28,76,748,1846,776,1922
220160,202112,3002,8033,2566,7244,48,159,2076,5759,2124,5918
220170,202112,1691,4305,1432,3922,15,54,1266,3434,1281,3488
220173,202112,2329,6176,1794,5212,50,137,1456,4114,1506,4251
220177,202112,2170,5853,2063,5735,8,29,2041,5666,2049,5695
220180,202112,1190,2750,967,2385,3,15,780,1805,783,1820
220190,202112,7697,18089,6528,16525,369,869,5081,13158,5450,14027
220191,202112,1692,4818,1532,4550,112,315,1061,3131,1173,3446
220192,202112,2163,5530,1583,4523,30,81,1280,3605,1310,3686
220194,202112,1814,4980,1606,4651,49,172,1332,3817,1381,3989
